Stop Loss %,Take Profit %,Total Return %,Sharpe Ratio,Win Rate %,Profit Factor,Expectancy,Total Trades,Drawdown %
2.0,4.0,0.0025265384300004992,-0.11494462496953128,39.43034872844224,0.9937992681843626,0.021585092566406727,36.1,0.03417226655837353
2.0,6.0,-0.004857831962999467,-0.1897267640029246,39.0270637726483,0.9300797713035163,-0.1737130552887487,37.8,0.04302391059452698
2.0,8.0,-0.003717564933999472,-0.1835791882269619,38.8291934216782,0.9341858236743071,-0.14757396574862452,37.9,0.040265195707366946
3.0,4.0,0.0015726403805004729,-0.1533862091531156,39.879361283011534,0.9839288583121959,0.0030899157838850666,35.9,0.035764239528261646
3.0,6.0,-0.005721797970499472,-0.22193216611635144,39.46435759593655,0.9222373257150449,-0.1922441404350306,37.5,0.0442570535855172
3.0,8.0,-0.004581530941499489,-0.21789676585815868,39.26807305752787,0.9252164889771542,-0.16531089561605083,37.6,0.041087981131246336
4.0,4.0,0.0021791509495004747,-0.15178351598084477,40.29227419592445,1.0244834310041069,0.019693963081972264,35.8,0.03596562521787049
4.0,6.0,-0.005232552518999468,-0.22462164407320193,39.83615246773142,0.9484162693554007,-0.1805644777521807,37.4,0.044456445932926414
4.0,8.0,-0.004092285489999484,-0.22029280966215423,39.633457672912485,0.9501473734599472,-0.15345585097641556,37.5,0.0412873647018108
